 EMILI Output File
 ------------------------------------
 Input Line List: zone-0-emi.in
 Input Matched List: zone-0-emi.match
 Results List: zone-0-emi.out
 Short Results List: zone-0-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Elements Depeleted:                                                                           Ionization States    Amount
 Fe                         I     - XXVII       50.00
 Ni                         I     - XXIX        50.00
 Si                         I     - XV          50.00
 Ca                         I     - XXI         50.00

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    165.700958    
 irvcor 2:    170.145630    
 irvcor 3:    164.595108    
 irvcor 4:    161.649811    
 irvcor 5:    161.649811    

   4985.97 |    4985.426  Co II]    1813043233     23  1.1E-06  33.0 5/1 8  5146.460  45.8
   4986.02 |    4985.590  N  IV      473067667      6  1.2E-06  26.1 4/0 8 
   4985.88 |    4985.498 [Cr II]    1611725832     55  4.6E-04  23.1 4/0 6D
   4985.88 |    4985.547  Fe I      1744986152      8  1.3E-06  20.2 8/0 8 
+  4985.88 |    4985.687 [Cr II]    1611699205     39  9.5E-04  11.7 4/0 5A
+  4986.02 |    4985.940  O  V       541192297    262  1.3E-05   5.0 4/0 5A
+  4985.97 |    4986.038  Co II]    1813036061     23  1.4E-06  -3.8 1/0 5A
+  4985.88 |    4986.138 [V  II]    1544596483     55  6.8E-05 -15.4 8/0 6D
   4985.88 |    4986.300  S  I      1073970238      5  8.1E-06 -25.2 1/0 7 
   4985.97 |    4986.914  Cr II     1611915393      7  6.2E-06 -56.5 6/1 9  5048.538 -57.5
   4985.97 |    4986.956  Cr II     1611984057      7  3.7E-06 -59.0 5/0 * 
   4985.97 |    4987.279$ Fe II     1746385157      7  2.3E-06 -78.5 0/0 8 
   4985.97 |    4987.300  C  II      403942550    261  5.8E-04 -79.7 0/0 6D
   4985.88 |    4987.235 [Co II]    1813011461     55  3.8E-04 -81.4 2/0 8 
   4986.02 |    4987.526$ O  II      538173597      7  2.8E-06 -90.4 0/0 8 
   4986.02 |    4987.541$ O  II      538173598      7  2.8E-06 -91.3 0/0 8 
   4985.97 |    4987.520  N  I       469992469    262  6.1E-05 -93.0 3/0 9 
   4985.97 | >  4987.780 [Co III]   1814052872     54  2.1E-04-108.6 3/0 0<

Observed Line:  5009.50  3.4E+00  S/N:    48.37 FWHM:  48.9
+  5006.66 |    5006.624 [Fe II]    1745904644     40  4.5E-03   2.2 5/0 4B
+  5006.75 |    5006.726  S  II     1074862126    263  2.6E-05   1.6 1/0 5D
+  5006.80 |    5006.843 [O  III]    538972163     39  2.3E-02  -2.4 1/1 1A 4958.911  -2.0
+  5006.66 |    5006.774  C  I       402876433    263  1.9E-04  -6.8 1/0 4B
   5006.75 |    5007.780  N  I       469991445    262  6.1E-05 -61.5 4/0 * 
   5006.75 |    5008.220 [Mn III]   1679852561     54  4.0E-05 -87.9 8/0 * 
   5006.75 | >  5009.670  N  I       469990420    262  6.1E-05-174.7 6/0 0<

Observed Line:  5018.41  2.0E-02  S/N:    25.01 FWHM:  55.2
   5015.71 |    5015.118$ O  II      538175664      7  2.8E-06  35.3 0/0 7 
   5015.66 |    5015.173  Cr II     1612228895      7  1.3E-06  29.1 6/0 9 
   5015.66 |    5015.183$ Ne I       671218701      7  6.0E-05  28.5 0/0 5D
   5015.71 |    5015.339  O  II      537967646    263  2.8E-06  22.0 3/0 8 
   5015.71 |    5015.360  N  III     471955529      6  7.2E-07  20.8 2/0 8 
   5015.71 |    5015.387  O  II      538169486    263  2.8E-06  19.2 1/0 7 
+  5015.57 |    5015.315  Fe I      1745211479      8  7.3E-07  15.0 2/0 7 
+  5015.66 |    5015.470$ Ar I      1208320011      6  1.9E-06  11.3 0/0 5D
+  5015.66 |    5015.521  Fe II     1746256087      7  4.5E-06   8.2 9/0 6 
+  5015.71 |    5015.626$ O  II      538160251      7  2.8E-06   4.9 0/0 4B
+  5015.66 |    5015.678  He I       134235139    264  1.0E-04  -1.1 0/0 2A
+  5015.66 |    5015.755$ Fe II     1746363647      7  2.4E-06  -5.8 0/0 4B
   5015.66 |    5016.082  C  II      403833892    263  5.8E-04 -25.3 3/0 6 
   5015.64 |    5016.162  Ti I      1476481032      8  7.0E-07 -31.2 4/0 9 
   5015.66 |    5016.230$ Ar I      1208318987      6  1.9E-06 -34.2 0/0 7 
   5015.66 |    5016.233  C  II      403833893    263  5.8E-04 -34.3 3/0 7 
   5015.66 |    5016.412 [Ni III]   1881168910     55  1.9E-06 -45.1 9/0 * 
   5015.71 |    5016.590  C  IV      405821456    262  3.8E-06 -52.8 1/0 9 
   5015.57 |    5016.477  Fe I      1745276002      8  6.8E-07 -54.5 */0 * 
   5015.66 |    5016.616  V  II     1544738913      7  8.5E-07 -57.2 0/0 8 
   5015.66 |    5016.978  Co II     1813061672      7  9.7E-06 -78.9 6/0 9 
   5015.66 | >  5018.440  Fe II     1745956900      8  4.8E-04-166.3 2/0 0<

Observed Line:  5044.42  7.2E-04  S/N:     4.62 FWHM:  75.6
   5041.56 |    5041.072  Fe I      1744901128      8  4.9E-06  29.1 */0 8 
+  5041.65 |    5041.291 [Cr III]   1612760099     39  4.7E-05  21.6 2/0 6C
+  5041.65 |    5041.400  N  I       470036502      5  6.0E-05  15.1 0/0 4A
+  5041.65 |    5041.776  C  II      403855486    263  5.8E-04  -7.2 4/0 4A
   5041.65 |    5042.211  Cr II     1611961522      7  4.1E-06 -33.1 4/0 8 
   5041.56 |    5043.145 [Co II]    1813035032     55  5.3E-05 -94.3 1/0 8 
   5041.65 |    5043.455  Cr II     1611922576      7  5.4E-06-107.1 2/0 * 
   5041.65 |    5043.565  C  II      403854460    263  5.8E-04-113.7 7/1 7D 5049.242 -99.3
   5041.56 |    5043.520 [Fe II]    1745913865     40  3.6E-03-116.5 9/0 8 
   5041.65 | >  5044.356  C  II      403855487    263  5.8E-04-160.7 2/0 0<

Observed Line:  5050.34  1.5E-03  S/N:    29.33 FWHM:  51.4
   5047.57 |    5046.982  Cr II     1612374389      7  9.7E-07  35.0 6/0 9 
   5047.57 |    5047.117  C  II      403854462    263  5.8E-04  27.0 5/0 7 
+  5047.57 |    5047.277  S  II     1074838549    263  2.7E-05  17.5 3/0 6 
+  5047.57 |    5047.290  V  II     1544647730      7  9.1E-06  16.7 2/0 6 
+  5047.62 |    5047.360  N  IV      473044077      6  1.2E-06  15.5 2/0 7 
+  5047.57 |    5047.400$ Ar I      1208141831      7  1.9E-06  10.2 0/0 5 
+  5047.57 |    5047.568  Cr II     1612372339      7  9.8E-07   0.2 9/0 6 
+  5047.57 |    5047.641$ Fe II     1746342141      7  2.4E-06  -4.2 0/0 4C
+  5047.57 |    5047.738  He I       134237191    264  1.0E-04 -10.0 0/0 3A
+  5047.57 |    5047.747* O  I       536970252    262  5.1E-04 -10.4 0/0 3A
+  5047.57 |    5047.831  C  II      403853436    263  5.8E-04 -15.5 7/1 4C 5041.776  -7.2
   5047.55 |    5047.990 [Ti II]    1477475335     39  1.2E-05 -26.0 4/0 7 
   5047.57 |    5048.020$ Ar I      1208301579      6  1.9E-06 -26.7 0/0 6 
   5047.62 |    5048.180  N  IV      473066644      6  1.2E-06 -33.3 4/0 9 
   5047.48 |    5048.193 [Fe II]    1745942547     40  8.0E-04 -42.5 2/0 8 
   5047.57 |    5048.435$ Fe II     1746353406      7  2.4E-06 -51.4 0/0 8 
   5047.57 |    5048.454  Cr II     1612264761      7  1.2E-06 -52.5 7/0 * 
   5047.62 |    5048.530  N  IV      473061509      6  1.2E-06 -54.1 2/0 * 
   5047.57 |    5048.538  Cr II     1611916418      7  6.1E-06 -57.5 3/1 9  4986.914 -56.5
   5047.57 |    5048.811$ Ar I      1208083462      8  1.9E-06 -73.7 0/0 8 
   5047.57 |    5048.898  Mn II     1679014002      7  2.4E-06 -78.9 0/0 8 
   5047.57 |    5048.931  V  II     1544683581      7  3.4E-06 -80.8 5/0 * 
   5047.62 |    5049.000  C  III     404847681    261  2.4E-06 -82.0 0/0 8 
   5047.48 | >  5049.287 [Fe II]    1745911816     56  3.7E-03-107.5 6/0 0<

Observed Line:  5062.08  4.9E-04  S/N:     1.52 FWHM: 151.1
+  5059.21 |    5058.720  C  I       402862095    263  1.9E-04  29.1 1/0 5B
+  5059.30 |    5059.100  N  I       470037528      5  6.0E-05  12.1 1/0 5B
+  5059.21 |    5059.656  C  I       402819086    263  1.9E-04 -26.4 0/0 4A
+  5059.21 |    5059.850  C  I       402860047    262  1.9E-04 -37.9 4/0 6 
+  5059.29 |    5060.079  Fe I]     1744854017     25  1.0E-05 -47.0 5/1 6  5221.432 -70.9
+  5059.21 |    5060.079 [Fe II]    1745939474     55  9.8E-04 -51.5 2/0 5B
   5059.30 |    5060.340 [Fe III]   1746934788     38  9.0E-03 -61.4 6/0 6 
   5059.30 |    5062.890  O  I       537246908      6  4.3E-04-212.4 1/0 8 
   5059.21 |    5063.023  C  I       402863120    263  1.9E-04-225.9 6/0 9 
   5059.35 |    5063.420  Fe III    1747011628    263  9.7E-06-240.9 8/0 * 
   5059.30 | >  5064.190  O  I       537240758      6  4.3E-04-289.4 1/0 0<

Observed Line:  5134.66  6.7E-05  S/N:     1.67 FWHM:  19.3
+  5131.84 |    5131.253* O  I       536968203    262  5.2E-04  34.6 0/0 3A
+  5131.84 |    5131.308  Ti II     1477499932      7  3.2E-06  31.4 3/0 7 
+  5131.75 |    5131.469  Fe I      1744952336      8  2.1E-06  16.4 6/0 6 
+  5131.75 |    5131.510  C  I       402851855    262  1.9E-04  14.0 5/0 4B
+  5131.84 |    5131.893$ Ar I      1208179722      7  1.9E-06  -2.8 0/0 4B
+  5131.75 |    5131.800  Al I       872506448      5  1.9E-06  -3.0 1/0 5 
+  5131.84 |    5131.910  N  I       469954576    262  6.1E-05  -3.8 7/0 5 
+  5131.75 |    5131.900  C  I       402852879    262  1.9E-04  -8.8 5/0 4B
+  5131.75 |    5132.000  Al I       872505420      5  1.9E-06 -14.6 1/0 5 
+  5131.84 |    5132.148  V  II     1544645680      7  9.5E-06 -17.7 5/0 6 
+  5131.84 |    5132.270  N  I       469953552    262  6.1E-05 -24.9 9/0 6 
+  5131.84 |    5132.340  N  I       469981205    262  6.1E-05 -29.0 3/0 6 
+  5131.84 |    5132.400  N  I       469948431    262  6.1E-05 -32.5 7/1 5  5161.420 -53.0
+  5131.84 |    5132.490  N  I       469952528    262  6.1E-05 -37.7 9/0 6 
+  5131.84 |    5132.490 [Co III]   1814062097     54  3.0E-05 -37.7 6/0 6 
+  5131.90 |    5132.600  O  IV      540190881    261  9.1E-06 -41.2 0/0 5 
+  5131.84 |    5132.605$ Ar I      1208178698      7  1.9E-06 -44.4 0/0 5 
   5131.84 |    5132.669  Fe II]    1745950752     24  1.6E-05 -48.2 4/0 7 
   5131.75 |    5132.620 [Ni II]    1880112133     55  9.6E-05 -50.9 4/0 7 
   5131.84 |    5132.947  C  II      403760150    263  5.8E-04 -64.4 6/0 6 
   5131.75 |    5132.900  S  I      1073970252      5  8.1E-06 -67.2 1/0 7 
   5131.84 |    5133.010 [Mn III]   1679883305     38  2.3E-06 -68.1 2/0 8 
   5131.84 |    5133.037$ Fe II     1746351360      7  2.4E-06 -69.7 0/0 6 
   5131.84 |    5133.134  Cr II     1611919503      7  5.7E-06 -75.4 7/0 9 
   5131.84 |    5133.280$ Ar I      1208374287      6  1.8E-06 -83.9 0/0 7 
   5131.84 |    5133.282  C  II      403761175    263  5.8E-04 -84.0 4/0 7 
   5131.84 |    5133.329* O  I]      536967180     24  2.9E-06 -86.7 0/0 7 
   5131.84 |    5133.370  Fe II     1746422041      6  2.2E-06 -89.1 8/1 8  5061.100-106.4
   5131.90 |    5133.700 [Zn V]     2017467395     53  1.6E-06-105.5 4/0 * 
   5131.84 |    5133.667$ S  II     1074985036      7  2.6E-05-106.5 0/0 7 
   5131.84 |    5133.800$ Ar I      1208373263      5  1.8E-06-114.3 0/0 8 
   5131.84 |    5133.980  O  I       537036845      6  4.5E-04-124.8 2/0 8 
   5131.75 |    5133.960  C  I       402853903    262  1.9E-04-129.2 4/0 8 
   5131.75 |    5134.100  Al I       872505421      5  1.9E-06-137.3 1/0 9 
   5131.84 |    5134.197$ Ar I      1208177674      7  1.9E-06-137.4 0/0 8 
   5131.84 |    5134.385  Fe II     1746114675      8  1.6E-05-148.4 2/0 9 
   5131.84 |    5134.990$ Ar I      1208290317      6  1.9E-06-183.8 0/0 8 
   5131.84 |    5135.020 [Fe III]   1746959380     38  4.8E-04-185.5 5/0 8 
   5131.84 |    5135.420 [Co III]   1814047747     54  1.0E-03-208.9 4/0 8 
   5131.84 | >  5137.257  C  II      403759126    263  5.8E-04-316.1 6/0 0<

Observed Line:  5150.07  2.3E-04  S/N:     3.12 FWHM:  76.9
   5147.25 |    5146.575* O  I       536962061    264  5.2E-04  39.1 0/0 4A
   5147.25 |    5146.700  O  I       537123997      5  4.3E-04  31.8 0/0 4A
   5147.25 |    5146.700 [Fe III]   1746974750     38  6.8E-05  31.8 2/0 6D
+  5147.15 |    5146.700  S  I      1073953855      5  8.2E-06  26.3 2/0 6D
+  5147.15 |    5147.255 [Co II]    1813034004     39  7.1E-05  -6.1 2/0 4A
+  5147.23 |    5147.479  Ti I      1476448257      8  1.4E-06 -14.7 6/0 7 
   5147.30 |    5147.870  N  III     471943238      6  7.2E-07 -33.4 0/0 6D
   5147.25 |    5148.000 [Fe III]   1746971680     38  6.9E-05 -43.9 3/0 7 
   5147.15 |    5148.042  Fe I      1745258596      8  6.9E-07 -52.0 */0 9 
   5147.25 |    5148.201  Fe II]    1745966121     24  1.2E-05 -55.6 4/0 8 
   5147.25 |    5148.231  Fe II]    1746072675     24  1.1E-06 -57.4 4/0 9 
   5147.25 |    5148.250  N  I       469967891    262  6.1E-05 -58.5 6/0 8 
   5147.25 |    5148.350 [Fe III]   1746960406     38  4.8E-04 -64.3 2/0 8 
   5147.15 |    5148.390  C  I       402853905    262  1.9E-04 -72.2 2/0 8 
   5147.25 |    5148.589  Cr II     1611959476      7  4.2E-06 -78.2 8/0 * 
   5147.25 |    5148.838  Na I       738212866    264  5.8E-06 -92.8 1/0 8 
   5147.30 |    5148.900$ O  III     539162771      5  5.6E-06 -93.4 0/0 7 
   5147.25 |    5148.908$ Fe II     1746364678      7  2.4E-06 -96.8 0/0 8 
   5147.25 |    5148.934  Co II     1813151847      7  8.8E-07 -98.3 3/0 * 
   5147.30 |    5148.990  O  III     539080780    262  5.6E-06 -98.7 6/0 9 
   5147.25 |    5149.021 [Mn III]   1679854611     39  3.9E-05-103.4 4/1 8  5221.842 -93.4
   5147.30 |    5149.250  N  IV      473125040    262  1.2E-06-113.8 0/0 8 
   5147.25 |    5149.465$ Fe II     1746381072      7  2.3E-06-129.3 0/0 8 
   5147.15 |    5149.439  Cr I      1610954834      7  5.3E-07-133.3 0/0 8 
   5147.25 | >  5151.920 [Fe III]   1746933761     54  1.0E-02-272.2 2/0 0<

Observed Line:  5163.34  3.7E-04  S/N:     1.68 FWHM:  92.1
   5160.56 |    5159.367* C  III     404846656    261  2.4E-06  69.3 0/0 6 
+  5160.56 |    5159.941  O  II      537975840    263  2.8E-06  35.9 3/0 7 
+  5160.51 |    5159.913$ Fe II     1746361606      7  2.4E-06  34.6 0/0 5 
+  5160.41 |    5159.920  C  I       402841616    263  1.9E-04  28.7 2/0 6 
+  5160.41 |    5160.200  S  I      1073951807      5  8.2E-06  12.4 2/0 6 
+  5160.51 |    5160.400  N  I       470020118    261  6.0E-05   6.3 0/0 3A
+  5160.51 |    5160.839  Fe II     1746043990      8  6.1E-05 -19.2 3/0 5 
+  5160.41 |    5160.800  C  I       402838544    262  1.9E-04 -22.5 5/0 5 
+  5160.51 |    5160.900  N  I       470022167    261  6.0E-05 -22.7 1/0 4B
+  5160.51 |    5160.930  C  II      403903627    262  5.8E-04 -24.5 4/0 5 
+  5160.51 |    5161.027  V  II     1544644653      7  9.9E-06 -30.1 4/0 7 
+  5160.41 |    5161.000  S  I      1073957954      5  8.2E-06 -34.1 2/0 7 
+  5160.41 |    5161.000  S  I      1073957953      5  8.2E-06 -34.1 2/0 7 
+  5160.51 |    5161.184  Fe II]    1745953827     24  1.6E-05 -39.3 */1 6  5132.669 -48.2
+  5160.56 |    5161.302  Mg II      806417423    263  7.9E-05 -43.2 2/0 6 
+  5160.56 |    5161.310  Mg II      806416399    263  7.9E-05 -43.6 2/0 6 
   5160.51 |    5161.420  N  I       469947409    262  6.2E-05 -53.0 5/0 7 
   5160.41 |    5161.390  C  I       402837520    262  1.9E-04 -56.8 5/0 7 
   5160.51 |    5161.500  O  I       537205919      5  4.3E-04 -57.6 0/0 4B
   5160.51 |    5161.500  O  I       537206943      5  4.3E-04 -57.6 0/0 4B
   5160.41 |    5161.700  S  I      1073964106      5  8.1E-06 -74.8 2/0 9 
   5160.51 |    5161.900  N  I       470021143    261  6.0E-05 -80.9 1/0 7 
   5160.51 |    5162.031$ Ne I       671173641    648  6.0E-05 -88.5 0/0 6 
   5160.41 |    5162.515 [Cr II]    1611728907     39  4.5E-04-122.1 4/0 8 
   5160.41 |    5162.526 [Cr II]    1611728908     55  4.5E-04-122.8 2/0 8 
   5160.51 |    5162.921  N  I       469940242    264  6.1E-05-140.1 2/0 9 
   5160.41 |    5163.200  S  I      1073951808      5  8.2E-06-161.9 2/0 * 
   5160.51 |    5163.482$ Ne I       671172617    648  6.0E-05-172.8 0/0 7 
   5160.51 |    5163.660  N  I       469946385    262  6.2E-05-183.1 4/0 9 
   5160.41 |    5163.951 [Fe II]    1745925130     40  2.3E-03-205.6 3/0 8 
   5160.41 |    5164.054 [Cr II]    1611728909     39  4.5E-04-211.5 4/0 8 
   5160.51 | >  5165.530 [Co III]   1814046722     54  1.1E-03-291.6 2/0 0<

Observed Line:  5194.08  6.4E-04  S/N:     4.97 FWHM:  29.1
   5191.23 |    5190.736$ Fe II     1746363655      7  2.4E-06  28.7 0/0 6 
   5191.23 |    5190.764  Cl II     1141990443      7  5.2E-07  27.0 5/0 8 
+  5191.23 |    5190.911$ Fe II     1746397453      7  2.3E-06  18.5 0/0 5 
+  5191.28 |    5191.200  O  IV      540127315    261  9.1E-06   4.8 1/0 4B
+  5191.23 |    5191.300 [Cr III]   1612752926     38  8.9E-05  -3.9 5/0 4B
+  5191.14 |    5191.215  Cr I      1611070570      7  4.4E-07  -4.6 3/0 6 
+  5191.23 |    5191.322$ Ne I       671204366    648  6.0E-05  -5.2 0/0 2A
+  5191.23 |    5191.393  P  II     1007717391      7  8.4E-07  -9.3 2/0 6 
+  5191.23 |    5191.428  Cr II]    1611754519     23  5.2E-06 -11.3 7/0 6 
+  5191.14 |    5191.454  Fe I      1744995378      8  1.3E-06 -18.4 8/0 7 
+  5191.23 |    5191.587  Fe II]    1745965097     24  1.2E-05 -20.5 4/0 6 
   5191.23 |    5191.800  O  I       537197727      5  4.3E-04 -32.8 0/0 4B
   5191.23 |    5191.800  O  I]      537066592     22  4.5E-07 -32.8 0/0 6 
   5191.23 |    5191.802  N  I       469932047    264  6.2E-05 -32.9 7/0 6 
   5191.23 |    5191.820 [Ar III]   1210061828     54  2.7E-05 -34.0 0/0 6 
   5191.14 |    5191.881  Cr I      1610939463      7  5.6E-07 -43.1 3/0 9 
   5191.23 |    5192.060 [Co III]   1814052873     38  2.1E-04 -47.8 2/0 8 
   5191.14 |    5192.000  S  I      1073961034      5  8.2E-06 -49.9 2/0 9 
   5191.14 |    5192.002  Cr I      1610832946      7  7.0E-07 -50.1 */1 9  5200.207 -59.7
   5191.14 |    5192.046$ Fe I      1745667206      8  5.3E-07 -52.6 0/0 8 
   5191.14 |    5192.064 [Co II]    1813032980     55  7.2E-05 -53.6 4/0 8 
   5191.14 |    5192.344  Fe I      1744990255      8  1.3E-06 -69.8 7/0 * 
   5191.23 |    5192.442  Fe II     1746165931      8  8.7E-06 -69.9 7/0 9 
   5191.23 |    5192.733$ Ar I      1208116231      8  1.9E-06 -86.7 0/0 8 
   5191.23 |    5192.860$ Fe II     1746378002      7  2.3E-06 -94.1 0/0 8 
   5191.23 |    5192.860  Si II      940683351    262  1.1E-06 -94.1 5/0 * 
   5191.23 |    5192.910  Co II     1813062698      6  9.7E-06 -96.9 9/0 9 
   5191.23 |    5192.933  Fe II     1746253015      7  4.7E-06 -98.3 8/0 9 
   5191.28 |    5193.000$ O  III     539162775      5  5.6E-06 -99.2 0/0 7 
   5191.23 |    5192.981  Cl II     1141964832      7  5.2E-07-101.0 4/1 9  5162.078 -91.2
   5191.21 |    5192.969  Ti I      1476448258      8  1.4E-06-101.5 6/0 * 
   5191.23 |    5193.120  N  I       469938194    262  6.2E-05-109.1 5/0 8 
   5191.23 |    5193.125$ Ne I       671202318    648  6.0E-05-109.4 0/0 6 
   5191.23 | >  5193.222$ Ne I       671201294    648  6.0E-05-115.0 0/0 0<

Observed Line:  5202.12  1.9E-03  S/N:     5.62 FWHM:  77.2
   5199.17 |    5198.752 [Cr II]    1611727883     39  4.6E-04  24.2 4/0 8D
+  5199.17 |    5199.173 [Fe II]    1745926155     40  2.3E-03  -0.1 4/0 5A
+  5199.17 |    5199.469 [Cr II]    1611698181     55  1.0E-03 -17.2 4/0 6B
   5199.17 |    5200.257 [N  I]      469764097     56  8.2E-02 -62.7 1/0 6B
   5199.17 |    5200.313 [Cr II]    1611727885     39  4.6E-04 -65.9 4/0 * 
   5199.17 |    5200.719 [Cr II]    1611727886     55  4.6E-04 -89.3 4/1 9  5162.526-122.8
   5199.27 | >  5201.606  N  I       469896206    264  6.2E-05-134.9 1/0 0<

Observed Line:  5223.08  4.2E-04  S/N:     3.50 FWHM:  74.2
+  5220.12 |    5220.059 [Fe II]    1745909767     56  4.1E-03   3.5 8/1 2A 5333.646 -20.9
   5220.20 |    5221.432  Fe I]     1744851970     24  1.0E-05 -70.9 5/1 9C 5060.079 -47.0
   5220.22 |    5221.842 [Mn III]   1679853588     39  3.9E-05 -93.4 7/1 9C 5149.021-103.4
   5220.22 |    5222.351$ Ne I       671171592      8  6.0E-05-122.6 0/0 7B
   5220.22 |    5222.473  Fe II     1746132090      8  1.4E-05-129.6 7/0 * 
   5220.12 | >  5224.299 [Cr II]    1611695107     55  1.1E-03-240.0 */0 0<

Observed Line:  5273.49  4.7E-04  S/N:     4.85 FWHM:  56.0
   5270.65 |    5270.000  O  VI      542153759      4  1.8E-05  37.0 1/0 8 
   5270.50 |    5270.000  Mg I       805510226      5  2.1E-05  28.5 0/0 6D
+  5270.50 |    5270.134 [Cr II]    1611694084     39  1.1E-03  20.9 9/0 5B
+  5270.60 |    5270.400 [Fe III]   1746933762     38  1.0E-02  11.3 2/0 4A
+  5270.60 |    5270.610  C  II      403936400    262  5.8E-04  -0.6 5/0 5B
   5270.60 |    5271.243 [Mn III]   1679852564     55  4.0E-05 -36.7 */0 9 
   5270.60 |    5272.397  Fe II     1746065500      8  4.7E-05-102.4 3/0 * 
   5270.50 | >  5273.346 [Fe II]    1745904646     56  4.5E-03-161.9 2/0 0<

Observed Line:  5336.30  4.7E-04  S/N:     3.47 FWHM:  90.0
   5333.37 |    5332.889  C  II      403742740    263  5.8E-04  27.3 1/0 5D
+  5333.37 |    5333.102  S  II     1074894907    263  2.6E-05  15.3 3/0 7 
+  5333.37 |    5333.307$ Ne I       671177739    648  6.0E-05   3.8 0/0 3B
+  5333.37 |    5333.315$ S  II     1075016807      7  2.6E-05   3.3 0/0 4C
+  5333.37 |    5333.370  N  I       469991446    262  6.1E-05   0.2 2/0 5D
+  5333.37 |    5333.670 [Co III]   1814046723     54  1.1E-03 -16.6 4/0 5D
+  5333.37 |    5333.744  Cr II     1611893881      7  8.1E-06 -20.8 2/0 7 
+  5333.27 |    5333.646 [Fe II]    1745909768     56  4.1E-03 -20.9 9/2 2A 5220.059   3.5 5376.452 -33.0
   5333.37 |    5333.935$ S  II     1074979917      7  2.6E-05 -31.6 0/0 6 
   5333.37 |    5333.986  S  II     1074893883    263  2.6E-05 -34.4 3/0 8 
   5333.37 |    5334.000  N  I       469998615    261  6.1E-05 -35.2 2/0 7 
   5333.37 |    5334.140  N  I       469955605    262  6.1E-05 -43.1 2/0 8 
   5333.37 |    5334.170  N  I       469954581    262  6.1E-05 -44.8 4/0 8 
   5333.37 |    5334.570  N  I       469953557    262  6.1E-05 -67.3 5/0 9 
   5333.37 |    5334.789  C  II      403742741    263  5.8E-04 -79.6 1/0 7 
   5333.37 |    5334.869  Cr II     1611759656      7  1.4E-04 -84.1 9/0 9 
   5333.37 |    5334.946  Cr II     1611959479      7  4.2E-06 -88.4 9/0 * 
   5333.43 |    5335.180 [Fe VI]    1750078465     54  5.5E-05 -98.6 8/0 9 
   5333.27 |    5335.500  S  I      1073982551      5  8.1E-06-125.1 2/0 * 
   5333.37 |    5335.706$ Ne I       671176715    648  6.0E-05-131.1 0/0 7 
   5333.27 | >  5337.184 [Cr II]    1611721736     39  5.3E-04-219.7 9/0 0<

Observed Line:  5378.91  3.3E-04  S/N:     3.19 FWHM:  85.0
   5375.86 |    5375.326 [Cr II]    1611722761     55  5.2E-04  29.8 */0 6C
+  5375.96 |    5375.517  Cr II     1611862129      7  1.7E-05  24.8 4/0 7 
+  5375.96 |    5376.051  N  I       469933075    264  6.2E-05  -5.0 6/0 5A
+  5375.96 |    5376.085  Fe II     1746165940      8  8.7E-06  -6.9 7/0 6C
   5375.86 |    5376.400  S  I      1073973334      5  8.1E-06 -30.1 2/0 8 
   5375.86 |    5376.452 [Fe II]    1745910793     56  4.1E-03 -33.0 9/1 5A 5333.646 -20.9
   5375.96 |    5377.139 [Cr III]   1612776493     39  1.1E-05 -65.7 5/0 * 
   5375.96 |    5377.472$ S  II     1075016809      7  2.6E-05 -84.3 0/0 8 
   5375.86 |    5377.418*[Cr II]    1611731984     39  4.3E-04 -86.9 0/0 6C
   5375.96 |    5377.890  C  II      403900556    262  5.8E-04-107.6 4/0 8 
   5375.96 |    5378.273  N  I       469815309    264  6.9E-05-129.0 7/0 9 
   5375.96 |    5378.350  O  I       537243836      6  4.3E-04-133.3 1/0 7 
   5375.96 |    5378.350  O  I       537244860      6  4.3E-04-133.3 1/0 7 
   5376.01 |    5378.430  O  IV      540067877    262  9.1E-06-134.8 3/0 * 
   5375.96 | >  5380.270  O  I       537101461      6  4.3E-04-240.3 6/0 0<

Observed Line:  5520.70  3.2E-03  S/N:    18.03 FWHM:  46.9
   5517.57 |    5517.183  Mg I       805495815      7  2.8E-05  21.1 0/0 6D
+  5517.67 |    5517.407  S  II     1074891834    263  2.6E-05  14.5 2/0 7 
+  5517.67 |    5517.600  N  I       470013977    261  6.0E-05   4.0 1/0 4B
+  5517.67 |    5517.720 [Cl III]   1142950913     54  5.3E-03  -2.5 1/1 0A 5537.890  -4.8
+  5517.57 |    5517.810  Mg I       805494791      7  2.8E-05 -13.0 0/0 5C
   5517.67 |    5518.102  N  I       469912592    264  6.2E-05 -23.3 7/0 7 
   5517.57 |    5518.000  S  I      1073957974      5  8.2E-06 -23.3 2/0 8 
   5517.67 |    5518.575  N  I       469911568    264  6.2E-05 -49.0 9/0 9 
   5517.57 |    5518.481  Mg I       805493767      7  2.8E-05 -49.5 0/0 8 
   5517.57 |    5518.600  S  I      1073931326      5  8.2E-06 -55.9 1/0 9 
   5517.67 |    5518.714  S  II     1074863151    263  2.6E-05 -56.6 3/0 * 
   5517.67 |    5518.928  S  II     1074915389    263  2.6E-05 -68.2 2/0 * 
   5517.57 | >  5520.200  C  I       402929686      6  1.9E-04-142.9 0/0 0<

