 EMILI Output File
 ------------------------------------
 Input Line List: zone-0-emi.in
 Input Matched List: zone-0-emi.match
 Results List: zone-0-emi.out
 Short Results List: zone-0-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Elements Depeleted:                                                                           Ionization States    Amount
 Fe                         I     - XXVII       50.00
 Ni                         I     - XXIX        50.00
 Si                         I     - XV          50.00
 Ca                         I     - XXI         50.00

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    165.700958    
 irvcor 2:    170.145630    
 irvcor 3:    164.595108    
 irvcor 4:    161.649811    
 irvcor 5:    161.649811    

   7135.75 | >  7138.541$ Ne I       671136783    647  6.0E-05-117.5 0/0 0<

Observed Line:  7148.00  7.9E-04  S/N:     4.85 FWHM:  43.9
   7144.08 |    7143.330  Fe II     1746414917      6  2.2E-06  31.5 */0 9 
   7144.08 |    7143.330  Mn II     1679098102      6  8.2E-07  31.5 8/0 9 
+  7143.95 |    7143.860  Cr I      1610853461      6  6.8E-07   3.7 5/0 6D
+  7144.15 |    7144.100  C  IV      405846048    261  3.8E-06   2.1 0/0 4A
+  7144.15 |    7144.100 [Co VI]    1817204746     37  6.0E-07   2.1 1/0 5C
+  7144.08 |    7144.240  C  II      403825708    262  5.8E-04  -6.7 5/0 4A
+  7144.15 |    7144.510  O  II      537992235    263  2.8E-06 -15.1 3/0 7 
   7144.08 |    7144.620  Cr II     1612057849      6  2.1E-06 -22.7 4/0 8 
   7143.95 |    7144.980 [Co II]    1813024783     38  2.7E-04 -43.3 2/0 8 
   7143.95 |    7145.000  S  I      1073906775      4  8.2E-06 -44.2 2/0 9 
   7144.15 |    7145.310  N  VII     476176498      6  3.0E-06 -48.7 0/0 8 
   7143.95 |    7145.307  Fe I      1745151093      8  7.9E-07 -57.1 2/0 * 
   7143.95 |    7145.400  Al I       872463369    262  4.4E-06 -61.0 2/0 * 
   7144.08 | >  7147.061 [Cr III]   1612766247     55  4.1E-05-125.1 7/0 0<

Observed Line:  7158.99  1.2E-04  S/N:     5.77 FWHM:  40.8
+  7154.93 |    7155.160 [Fe II]    1745896454     38  7.3E-03  -9.6 3/1 3A 7452.540   6.2
   7155.06 |    7156.701  O  I       537033763    263  4.6E-04 -68.6 0/0 7B
   7154.93 | >  7158.580 [V  II]    1544610845     38  2.5E-05-152.9 5/0 0<

Observed Line:  7165.43  1.9E-04  S/N:     6.33 FWHM:  15.7
   7161.37 |    7160.710$ P  I      1006878754      6  1.5E-07  27.6 0/0 7 
   7161.37 |    7160.811  Fe I      1745495213      8  5.7E-07  23.4 */0 9 
   7161.50 |    7160.970  Cr II     1611815014      6  3.1E-05  22.3 9/1 5B 7078.990  25.7
+  7161.37 |    7161.300  S  I      1073866769    261  8.5E-06   2.9 1/0 3A
+  7161.37 |    7161.430  Si I       939703316    262  4.9E-07  -2.6 4/0 6D
+  7161.37 |    7161.484  Fe I      1745597626      8  5.4E-07  -4.8 5/0 6D
+  7161.37 |    7161.600$ Si I       939939870      5  4.6E-07  -9.7 0/0 5B
+  7161.37 |    7161.677  Fe I]     1744915471     24  9.1E-08 -12.9 6/0 7 
+  7161.50 |    7161.820  Fe II     1746302229      6  3.0E-06 -13.3 9/0 6D
   7161.57 |    7162.200 [Cu VI]    1951419404     53  7.8E-08 -26.3 4/0 9 
   7161.50 |    7162.286  Fe II     1746037854      7  6.6E-05 -32.9 5/0 8 
   7161.50 |    7162.619  Fe II]    1745994829     23  3.5E-06 -46.8 5/0 9 
   7161.50 |    7162.730  Ni II     1880251480      6  1.1E-07 -51.5 3/0 * 
   7161.50 |    7162.790$ V  II     1544870144      6  7.9E-08 -54.0 0/0 8 
   7161.37 |    7162.721$ Fe I      1745596602      7  5.4E-07 -56.7 0/0 8 
   7161.50 |    7163.040  Cr II     1612227924      6  1.3E-06 -64.4 8/0 9 
   7161.50 | >  7164.500  S  II     1074827289    262  2.8E-05-125.6 4/0 0<

Observed Line:  7174.13  4.3E-04  S/N:     4.38 FWHM:  37.1
+  7170.27 |    7170.500 [Ar IV]    1211110402     37  3.4E-05  -9.8 2/0 7A
   7170.06 |    7171.060 [Co II]    1813034014     54  7.1E-05 -41.7 2/0 9C
   7170.20 |    7171.500 [Cr IV]    1613764610     53  3.5E-05 -54.5 8/0 *D
   7170.06 |    7172.000 [Fe II]    1745897479     38  6.9E-03 -81.0 4/0 7A
   7170.20 | >  7172.800 [Mn III]   1679837190     53  2.8E-04-108.9 3/0 0<

Observed Line:  7182.58  9.0E-04  S/N:    19.65 FWHM:  34.3
   7178.51 |    7177.900$ Si I       939922462      5  4.6E-07  25.4 0/0 7 
   7178.64 |    7178.210  Cr II     1612120377      6  1.5E-06  18.1 8/0 8 
+  7178.64 |    7178.500  Cr II     1612230995      6  1.3E-06   5.9 4/0 6B
+  7178.64 |    7178.700  Mn II]    1678894167     21  4.1E-07  -2.4 6/0 6B
+  7178.51 |    7178.580 [V  II]    1544609821     38  2.5E-05  -3.0 5/0 5A
+  7178.71 |    7178.850  Ne III     673274941    262  7.8E-07  -5.8 2/0 6B
   7178.64 |    7179.163  Fe II     1745962033      7  4.0E-04 -21.8 7/0 6B
   7178.71 |    7179.300  O  II      538184939      5  2.8E-06 -24.6 2/0 9 
   7178.64 |    7179.380  Cr II     1612411468      6  8.7E-07 -30.8 3/0 * 
   7178.71 |    7180.000  Ne VII     677434418    259  3.3E-06 -53.8 0/0 8 
   7178.71 |    7180.250  Ne III     673320037    262  7.8E-07 -64.3 5/0 * 
   7178.64 | >  7181.232  Fe II     1745962034      7  4.0E-04-108.2 7/1 0< 7533.367-113.0

Observed Line:  7188.79  7.5E-04  S/N:    24.42 FWHM:  41.6
   7184.92 |    7184.000 [Fe IV]    1747996681     37  1.1E-06  38.4 4/1 8  7111.100  28.2
   7184.85 |    7184.100 [Cr IV]    1613765635     53  3.4E-05  31.3 4/0 8 
   7184.71 |    7184.000$ Cl I      1141190817      4  1.6E-07  29.9 0/0 8 
   7184.85 |    7184.220  Cr II]    1611862135     22  4.8E-07  26.3 3/0 9 
   7184.71 |    7184.170  Mn I      1677866032      6  2.2E-07  22.8 6/0 9 
   7184.85 |    7184.420  Cr II     1612056825      6  2.1E-06  17.9 5/0 7 
   7184.85 |    7184.420$ Ni II     1880509656      6  6.3E-08  17.9 0/0 6 
   7184.71 |    7184.380  Cr I      1611192579      6  3.4E-07  14.0 8/0 7 
+  7184.71 |    7184.470  Mn I      1678215348      6  1.2E-07  10.2 2/0 7 
+  7184.92 |    7184.900  C  IV      405862437      5  3.8E-06   0.8 0/0 2A
+  7184.85 |    7185.070  Fe II]    1746298130     22  6.1E-08  -9.2 1/0 6 
+  7184.71 |    7184.950  Cr I      1611114661      6  3.9E-07  -9.8 */0 6 
+  7184.71 |    7185.000$ Cl I      1141190818      4  1.6E-07 -11.9 0/0 5B
+  7184.71 |    7185.000$ Cl I      1141195962      4  1.6E-07 -11.9 0/0 5B
+  7184.71 |    7185.000$ Cl I      1141195963      4  1.6E-07 -11.9 0/0 5B
+  7184.71 |    7185.000$ Cl I      1141196986      4  1.6E-07 -11.9 0/0 5B
+  7184.71 |    7185.000$ Cl I      1141196987      4  1.6E-07 -11.9 0/0 5B
+  7184.71 |    7185.000$ Cl I      1141189794      4  1.6E-07 -11.9 0/0 5B
   7184.92 |    7185.310  Ne III     673397958    262  7.8E-07 -16.3 4/0 7 
   7184.71 |    7185.188$ Cl I      1140944907      7  1.6E-07 -19.8 0/0 7 
   7184.92 |    7185.400$ O  III     539142275      5  5.6E-06 -20.1 0/0 5B
   7184.82 |    7185.350 [Cr I]     1610626053     38  5.4E-06 -22.1 5/0 7 
   7184.92 |    7185.500  Ne III     673398983    262  7.8E-07 -24.3 4/0 8 
   7184.92 |    7185.760  O  III     539132011    262  5.6E-06 -35.1 5/1 7  7155.850 -30.0
   7184.71 |    7185.577$ Fe I      1745544371      7  5.5E-07 -36.0 0/0 7 
   7184.71 |    7185.650  Co I      1812194391      6  8.0E-08 -39.0 7/2 7  7489.350 -40.0 7443.420 -31.5
   7184.71 |    7185.687$ Cl I      1140946956      7  1.6E-07 -40.6 0/0 8 
   7184.85 |    7185.821  Fe II]    1745996879     23  3.1E-06 -40.6 4/0 9 
   7184.92 |    7185.900  O  II      538156172    261  2.8E-06 -41.0 1/0 8 
   7184.71 |    7185.718$ Fe I      1745593530      7  5.5E-07 -41.9 0/0 7 
   7184.85 |    7185.870  Mn II]    1678898264     22  3.9E-07 -42.6 1/0 8 
   7184.85 |    7185.950$ Ni II     1880501463      6  6.3E-08 -46.0 0/0 8 
   7184.71 |    7185.934$ Cl I      1140967444      7  1.6E-07 -50.9 0/0 8 
   7184.85 |    7186.080$ V  II     1544852735      6  8.0E-08 -51.4 0/0 8 
   7184.71 |    7186.010  Cr I      1611050110      6  4.4E-07 -54.1 */0 9 
   7184.71 |    7186.050  Mn I      1678215349      6  1.2E-07 -55.7 4/0 * 
   7184.85 |    7186.340  Fe II     1746297107      6  3.1E-06 -62.3 2/0 9 
   7184.85 |    7186.340$ Ni II     1880451266      6  6.3E-08 -62.3 0/0 8 
   7184.92 | >  7186.700$ O  III     539141251      5  5.6E-06 -74.4 0/0 0<

Observed Line:  7198.19  3.3E-04  S/N:    14.48 FWHM:   7.1
   7194.24 |    7193.600 [Co III]   1814064154     53  7.3E-06  26.8 3/0 8 
   7194.11 |    7193.576  Si I       939679763    263  4.9E-07  22.2 5/1 8  7289.600  39.3
   7194.31 |    7193.850  Ne III     673272893    262  7.8E-07  19.3 4/0 7 
+  7194.11 |    7193.800 [V  II]    1544611870     38  2.5E-05  12.9 4/0 5B
+  7194.22 |    7193.940 [Ni I]     1879058437     39  7.7E-07  11.5 3/0 6D
+  7194.11 |    7193.900 [Co II]    1813030946     37  6.5E-05   8.7 5/0 5B
+  7194.11 |    7194.090$ Si I       939761690      6  4.7E-07   0.8 0/0 4A
+  7194.11 |    7194.350  C  I]      402764822     22  2.2E-07 -10.0 1/0 6D
   7194.11 |    7194.610 [V  II]    1544607758     54  4.1E-05 -20.9 2/0 7 
   7194.24 |    7194.893  Cu II     1947227152      7  1.9E-07 -27.1 0/0 8 
   7194.11 |    7194.902  Fe I      1745286276      8  6.7E-07 -33.0 */0 9 
   7194.11 |    7194.910$ Cl I      1140927498      7  1.6E-07 -33.4 0/0 8 
   7194.24 |    7195.200 [Co III]   1814092830     37  1.7E-06 -39.9 3/0 9 
   7194.24 |    7195.680$ S  II     1074995310      6  2.6E-05 -59.9 0/0 6D
   7194.24 | >  7195.960$ S  II     1074952278      6  2.6E-05 -71.6 0/0 0<

Observed Line:  7203.00  2.8E-04  S/N:    13.78 FWHM:  13.7
   7199.05 |    7198.290  Cr II     1612198220      6  1.3E-06  31.7 */0 9 
   7198.92 |    7198.360  Cr I      1611050115      6  4.4E-07  23.2 7/1 7  7169.840   9.3
   7198.92 |    7198.541$ Fe I      1745548469      7  5.5E-07  15.7 0/0 5B
   7199.05 |    7198.710  Ti II     1477638271      6  3.0E-08  14.2 1/0 7 
+  7199.12 |    7198.940  Ne III     673397959    262  7.8E-07   7.5 6/0 6D
+  7199.05 |    7198.920  Cr II]    1612053751     22  4.2E-08   5.5 5/1 5B 7291.050 -14.8
   7199.12 |    7199.500  O  II      538126429    261  2.8E-06 -15.8 2/1 4A 7264.000 -13.0
   7199.05 |    7199.490$ Ni II     1880500439      6  6.3E-08 -18.3 0/0 6D
   7199.05 |    7199.540  Fe II]    1746297101     22  6.0E-08 -20.4 5/1 8  7105.930 -17.2
   7198.92 |    7199.550$ Si I       939914270      6  4.6E-07 -26.4 0/0 7 
   7199.05 |    7199.700 [V  III]   1545628691     37  3.8E-06 -27.1 3/0 8 
   7198.92 |    7199.620 [V  II]    1544619052     54  1.7E-05 -29.3 1/0 7 
   7198.92 |    7199.736$ Ni I      1879327823      7  2.9E-08 -34.1 0/0 8 
   7198.92 |    7199.773$ Fe I      1745632446      7  5.4E-07 -35.7 0/0 7 
   7199.05 |    7199.920  Cr II]    1611860086     22  4.9E-07 -36.2 4/1 8  6988.240 -36.2
   7198.92 |    7199.789  Fe I      1745289349      8  6.7E-07 -36.3 4/0 9 
   7199.05 |    7200.090$ Ni II     1880503512      6  6.3E-08 -43.3 0/0 8 
   7199.12 |    7200.200$ O  III     539148423      5  5.6E-06 -45.0 0/0 6D
   7198.92 |    7200.100 [V  II]    1544610846     38  2.5E-05 -49.3 5/0 8 
   7199.05 |    7200.300  Si II      940648474    261  1.3E-06 -52.0 2/0 9 
   7199.05 | >  7201.500 [Co III]   1814053901     53  2.0E-04-102.0 2/0 0<

Observed Line:  7226.21  4.0E-04  S/N:     5.16 FWHM:  37.5
   7222.25 |    7221.500  Al II      873592873    261  4.9E-06  31.1 4/0 8C
+  7222.11 |    7221.843 [Fe II]    1745940507     55  9.7E-04  11.2 3/0 5B
+  7222.25 |    7222.394  Fe II     1745966129      7  4.0E-04  -6.1 7/0 4A
   7222.11 |    7223.176 [Fe II]    1745925134     55  2.3E-03 -44.1 3/0 8C
   7222.25 | >  7224.487  Fe II     1745966130      7  4.0E-04 -93.0 7/2 0< 7308.073 -95.3 7515.831 -99.1

Observed Line:  7241.95  8.5E-04  S/N:     4.01 FWHM:  49.2
   7237.98 |    7237.170  C  II      403717133    262  5.9E-04  33.6 2/0 7C
   7237.84 |    7237.190  C  I       402789399    262  1.9E-04  27.1 0/0 5B
   7238.05 |    7237.400 [Ar IV]    1211110403     37  3.4E-05  27.0 2/0 8 
+  7237.98 |    7238.010  Cr II     1612216657      6  1.3E-06  -1.3 4/2 3A 7111.460  10.1 7170.570 -15.6
+  7237.95 |    7238.290 [Ti I]     1476412418     54  2.5E-06 -14.0 7/0 7C
   7237.98 |    7239.520  Cr II]    1611741227     22  6.6E-06 -63.8 9/0 9 
   7237.84 | >  7241.320  C  I       402755606    262  1.9E-04-144.0 0/0 0<

Observed Line:  7258.11  6.4E-04  S/N:     4.39 FWHM:  50.7
   7237.84 | >  7241.320  C  I       402755606    262  1.9E-04-144.0 0/0 0<

Observed Line:  7267.60  5.2E-04  S/N:     9.96 FWHM:  45.6
   7263.59 |    7262.820  Ti I      1476635742      6  1.6E-07  31.7 4/0 * 
   7263.69 |    7263.040  Ne III     673384595    262  7.8E-07  26.7 4/0 8 
   7263.69 |    7263.140  C  VI      408015984      6  7.6E-06  22.6 0/0 5D
   7263.62 |    7263.088  Fe II     1746172111      7  7.8E-06  21.8 4/0 7 
   7263.69 |    7263.200  N  IV      473110706      5  1.2E-06  20.1 1/0 6 
   7263.69 |    7263.340  Ne III     673384596    262  7.8E-07  14.3 5/0 7 
   7263.62 |    7263.278  Fe II     1746170051      7  8.3E-06  13.9 1/0 5D
+  7263.69 |    7263.420  Ne II      672339013    262  3.9E-07  11.0 6/0 7 
+  7263.48 |    7263.215$ Fe I      1745634496      7  5.4E-07  11.0 0/0 5D
+  7263.48 |    7263.240  P  I      1006786583      6  1.5E-07   9.9 3/0 7 
+  7263.48 |    7263.355$ Cl I      1140969495      7  1.6E-07   5.2 0/0 4B
+  7263.62 |    7263.500$ N  II      471047286      5  3.6E-07   4.8 0/0 4B
+  7263.69 |    7264.000  O  II      538126430    261  2.8E-06 -13.0 1/1 3A 7199.500 -15.8
   7263.62 |    7264.100  Zn II     2014332935      5  9.9E-08 -20.0 1/1 5D 7290.900  -8.6
   7263.62 |    7264.350  Cr II     1612117305      6  1.5E-06 -30.3 7/0 9 
   7263.62 |    7264.470$ Ni II     1880444099      6  6.3E-08 -35.3 0/0 8 
   7263.48 |    7264.360  Cr I      1611051137      6  4.4E-07 -36.3 5/0 * 
   7263.62 |    7264.500 [Mn III]   1679850521     53  4.4E-05 -36.5 2/0 8 
   7263.59 |    7264.530 [Cr I]     1610628102     54  5.4E-06 -38.9 7/0 9 
   7263.62 |    7264.810  Cr II]    1611793503     22  1.2E-06 -49.3 4/0 9 
   7263.62 |    7264.910  Ti II     1477521455      6  1.1E-06 -53.5 1/0 8 
   7263.62 |    7264.924  Fe II     1746040931      7  6.3E-05 -54.0 5/0 8 
   7263.48 |    7264.792  Fe I      1745342610      8  6.1E-07 -54.2 7/1 9  7443.998 -54.8
   7263.69 |    7265.190  Fe III    1747104892    262  1.5E-07 -62.1 0/0 8 
   7263.48 |    7264.990$ Si I       939876382      6  4.6E-07 -62.3 0/0 8 
   7263.48 |    7265.000$ Cl I      1141193915      4  1.6E-07 -62.7 0/0 8 
   7263.48 |    7265.000$ Cl I      1141194938      4  1.6E-07 -62.7 0/0 8 
   7263.48 |    7265.000$ Cl I      1141194939      4  1.6E-07 -62.7 0/0 8 
   7263.48 |    7265.000$ Cl I      1141193914      4  1.6E-07 -62.7 0/0 8 
   7263.62 |    7265.180$ Ar I      1208011785      6  1.9E-06 -64.6 0/0 7 
   7263.69 |    7265.300 [Fe IV]    1747996683     37  1.1E-06 -66.6 5/0 9 
   7263.62 | >  7265.640  Fe II     1746120866      6  1.6E-05 -83.6 2/0 0<

Observed Line:  7285.24  8.7E-03  S/N:    26.16 FWHM:  37.6
+  7281.25 |    7281.351  He I       134226951    263  1.0E-04  -4.3 0/0 3A
   7281.11 |    7281.635 [Fe II]    1745906700     39  3.8E-03 -21.6 5/0 6B
   7281.11 |    7281.900 [Co II]    1813028900     54  6.9E-05 -32.5 1/0 8C
   7281.25 |    7282.323  Fe II     1746022493      7  7.0E-05 -44.4 4/0 9D
   7281.25 | >  7282.970  Mn II     1678988421      6  3.2E-06 -71.0 5/1 0< 7321.550 -65.8

Observed Line:  7294.69  1.2E-03  S/N:     1.97 FWHM: 100.3
   7290.76 |    7290.000  Mg VII     811639847    259  1.0E-06  31.3 1/0 7 
+  7290.69 |    7290.000$ Ar I      1208167441      5  1.9E-06  28.4 0/0 4B
+  7290.55 |    7289.870$ Si I       939869214      6  4.6E-07  28.2 0/0 5D
+  7290.69 |    7290.200 [Cr IV]    1613774860     53  4.7E-06  20.2 3/0 6 
+  7290.69 |    7290.670  Cr II     1612132670      6  1.5E-06   0.8 2/0 6 
+  7290.55 |    7290.690  Cr I      1610939505      6  5.6E-07  -5.6 4/0 6 
+  7290.55 |    7290.810  Al I       872461321    262  4.5E-06 -10.5 1/0 4B
+  7290.66 |    7291.020  Ti I      1476493330      6  6.3E-07 -14.7 6/1 6  7305.890  -6.8
+  7290.55 |    7291.000  S  I      1073907808      4  8.2E-06 -18.3 1/0 5D
+  7290.55 |    7291.055  Mg I       805350407    263  3.2E-05 -20.6 0/0 3A
   7290.66 |    7291.470 [Ca II]    1343228929     54  1.2E-05 -33.2 1/0 6 
   7290.69 |    7292.000$ Ar I      1208288276      5  1.9E-06 -53.9 0/0 6 
   7290.76 |    7292.100  O  II      538161294    261  2.8E-06 -55.1 1/0 7 
   7290.76 |    7292.124  O  II      537992241    263  2.8E-06 -56.0 5/0 8 
   7290.69 |    7292.530  Fe II     1746371904      6  2.3E-06 -75.7 2/0 9 
   7290.69 |    7292.800$ N  II      471047293      5  3.6E-07 -86.8 0/0 8 
   7290.76 |    7292.966  O  II      537992242    263  2.8E-06 -90.7 4/0 9 
   7290.55 |    7292.940$ Si I       939729945      6  4.8E-07 -98.1 0/0 8 
   7290.55 |    7293.043  Fe I      1745072226      8  9.5E-07-102.4 9/0 * 
   7290.69 |    7293.200$ N  II      471048318      5  3.6E-07-103.2 0/0 8 
   7290.69 |    7293.200$ Ar I      1208189970      5  1.9E-06-103.2 0/0 7 
   7290.76 |    7293.300$ O  III     539142277      5  5.6E-06-104.4 0/0 7 
   7290.76 |    7293.390  O  II      538160271    262  2.8E-06-108.1 2/0 9 
   7290.55 |    7293.330$ Si I       939728921      6  4.8E-07-114.2 0/0 8 
   7290.69 |    7293.500  N  I]      469927963     21  2.2E-07-115.6 2/0 * 
   7290.55 |    7293.580  C  I]      402746390     22  2.3E-07-124.4 1/0 9 
   7290.55 |    7293.690 [V  II]    1544619056     54  1.7E-05-129.0 2/0 8 
   7290.69 |    7293.840 [Cr III]   1612749850     38  1.6E-04-129.5 4/0 8 
   7290.55 |    7293.710  C  I]      402835480     22  1.8E-07-129.8 0/0 8 
   7290.69 |    7293.990  Fe II     1746299155      6  3.2E-06-135.7 3/0 9 
   7290.69 |    7294.000  Cr II]    1611741228     22  6.6E-06-136.1 9/0 9 
   7290.55 |    7293.930  Cr I      1610948727      6  5.4E-07-138.8 5/0 * 
   7290.69 | >  7297.540 [Cr III]   1612734476     38  1.9E-03-281.6 1/0 0<

Observed Line:  7309.76  9.6E-04  S/N:     3.86 FWHM:  60.7
   7305.75 |    7304.900$ Ne I       671302672      5  6.0E-05  35.0 0/0 5A
   7305.82 |    7305.000 [Fe IV]    1747995659     53  1.1E-06  33.8 4/1 8  7184.000  38.4
   7305.75 |    7305.030  Cr II     1612213590      6  1.3E-06  29.6 */0 9 
   7305.62 |    7305.000  S  I      1073913960      4  8.2E-06  25.3 0/0 5A
+  7305.75 |    7305.520  Ti II     1477520431      6  1.1E-06   9.5 1/0 6D
+  7305.62 |    7305.650  Cr I      1610947701      6  5.4E-07  -1.4 5/0 6D
+  7305.72 |    7305.890  Ti I      1476492305      6  6.4E-07  -6.8 6/1 5A 7291.020 -14.7
+  7305.62 |    7305.836  Fe I      1745533108      8  5.6E-07  -9.0 6/0 6D
   7305.75 |    7306.559  N  I       469857303    263  6.4E-05 -33.1 3/0 7 
   7305.62 |    7306.562  Fe I      1745054811      8  9.9E-07 -38.8 3/0 * 
   7305.82 |    7306.850  O  III     539041845    262  5.6E-06 -42.2 5/0 9 
   7305.82 |    7307.000  N  IV      473111731      5  1.2E-06 -48.3 0/0 8 
   7305.82 |    7307.120  O  III     539042870    262  5.6E-06 -53.2 4/0 9 
   7305.75 |    7307.090 [Cr III]   1612752928     54  8.9E-05 -54.9 */0 8 
   7305.62 |    7307.155  Fe I      1745342611      8  6.1E-07 -63.2 7/0 * 
   7305.62 |    7307.166* Mg I]      805506060     22  2.6E-07 -63.6 0/0 8 
   7305.75 |    7307.400$ Ne I       671301648      5  6.0E-05 -67.7 0/0 6D
   7305.62 |    7307.650 [Ni II]    1880109061     38  1.7E-04 -83.5 3/0 8 
   7305.75 |    7307.890  V  II     1544804519      6  2.9E-07 -87.8 6/0 * 
   7305.62 |    7307.810* Mg I]      805505036     22  2.6E-07 -90.1 0/0 8 
   7305.75 | >  7308.073  Fe II     1745965105      7  4.0E-04 -95.3 8/2 0< 7224.487 -93.0 7515.831 -99.1

Observed Line:  7323.96  3.5E-02  S/N:    23.57 FWHM:  38.8
+  7319.94 |    7319.990 [O  II]     537923586     38  7.7E-01  -1.9 2/0 3A
   7319.81 | >  7321.860 [V  II]    1544582151     38  9.9E-05 -84.1 7/0 0<

Observed Line:  7334.31  2.1E-02  S/N:    13.55 FWHM:  33.6
   7330.29 |    7329.660 [O  II]     537924611     38  7.6E-01  25.7 2/0 8C
+  7330.15 |    7330.218 [Fe II]    1745934355     55  1.5E-03  -2.7 2/0 5A
   7330.29 |    7330.730 [O  II]     537923587     38  7.7E-01 -18.1 2/0 6B
   7330.15 | >  7332.060 [V  II]    1544578051     38  1.3E-04 -78.1 5/0 0<

Observed Line:  7381.32  2.0E-04  S/N:    15.55 FWHM:  39.2
   7377.27 |    7376.400 [Cr III]   1612751904     54  9.0E-05  35.5 */0 8 
   7377.27 |    7376.420  Cr II     1612223832      6  1.3E-06  34.7 7/0 * 
   7377.27 |    7376.610  Al II      873511958    262  5.1E-06  26.9 0/0 7C
+  7377.27 |    7377.180  Cr II     1612094756      6  1.6E-06   3.8 5/0 6B
+  7377.27 |    7377.290 [Cr III]   1612749853     54  1.6E-04  -0.7 4/0 4A
   7377.27 |    7377.740  Fe II     1746406733      6  2.3E-06 -19.0 1/0 8 
   7377.14 |    7377.830 [Ni II]    1880103937     38  4.7E-04 -28.2 1/0 7C
   7377.27 |    7377.980  Cl II     1141982257      6  5.2E-07 -28.8 2/2 7C 7488.950 -18.4 7514.290 -37.6
   7377.34 |    7378.500 [Co VI]    1817203721     37  6.5E-07 -47.0 1/0 9 
   7377.27 |    7378.513  N  I       469840918    263  6.5E-05 -50.4 1/0 7C
   7377.14 |    7378.490$ Fe I      1745595584      7  5.5E-07 -55.1 0/0 8 
   7377.14 |    7378.560  Fe I      1745481902      8  5.7E-07 -57.9 4/0 * 
   7377.27 | >  7380.280 [Cr III]   1612752929     54  8.9E-05-122.3 */1 0< 7491.310-112.9

Observed Line:  7429.32  2.2E-04  S/N:     8.81 FWHM:  12.4
   7425.25 |    7424.800 [Co IV]    1815104518     37  6.8E-07  18.0 2/0 8 
+  7425.25 |    7425.090  Fe II     1746081907      6  2.9E-05   6.3 2/0 5C
+  7425.11 |    7424.961$ Si I       939619343      7  5.2E-07   6.0 0/0 4A
+  7425.32 |    7425.300  N  IV      472959012    261  1.2E-06   0.8 1/0 5C
+  7425.25 |    7425.294$ Ar I      1208023053      8  1.9E-06  -2.0 0/0 4A
   7425.25 |    7425.830 [Fe III]   1746982950     54  3.4E-05 -23.6 6/0 8 
   7425.25 |    7426.140 [Fe III]   1746982951     54  3.4E-05 -36.1 6/0 9 
   7425.11 |    7426.170 [Cr II]    1611723797     54  5.2E-04 -42.9 4/0 7 
   7425.11 |    7426.470  Fe I      1745503411      8  5.6E-07 -55.0 3/0 * 
   7425.11 | >  7428.293 [Fe II]    1745922062     55  2.4E-03-128.6 1/0 0<

Observed Line:  7446.86  1.4E-04  S/N:    24.42 FWHM:  10.4
   7442.85 |    7442.000  N  III     471961680      4  7.2E-07  34.2 0/0 8 
   7442.78 |    7442.298  N  I       469784583    263  9.2E-05  19.3 2/0 7 
   7442.64 |    7442.210$ Si I       939714585      6  4.8E-07  17.3 0/0 6 
   7442.64 |    7442.270  Mn I      1678220498      6  1.2E-07  14.8 3/0 8 
+  7442.78 |    7442.621  N  I       469836823    263  6.5E-05   6.3 2/0 5B
+  7442.85 |    7443.000$ O  III     539150473      4  5.6E-06  -6.1 0/0 4A
+  7442.64 |    7442.880  Mn I      1678220499      6  1.2E-07  -9.7 4/0 7 
+  7442.85 |    7443.100  O  V       541115439    261  1.3E-05 -10.1 2/0 5B
   7442.64 |    7443.000  Al I       872544345      4  1.6E-06 -14.6 1/0 6 
   7442.64 |    7443.022  Fe I      1745051740      8  1.0E-06 -15.5 5/0 7 
   7442.64 |    7443.060 [V  II]    1544605708     54  5.5E-05 -17.0 1/0 5B
   7442.64 |    7443.160  Mn I      1678220500      6  1.2E-07 -21.0 4/0 9 
   7442.78 |    7443.300  V  II]    1544689747     21  9.6E-08 -21.1 1/0 8 
   7442.78 |    7443.400 [Mn III]   1679903818     37  3.7E-07 -25.1 2/0 * 
   7442.78 |    7443.400  Si II      940665899    261  1.2E-06 -25.1 3/0 9 
   7442.64 |    7443.300  S  I      1073857553    262  8.6E-06 -26.7 1/0 8 
   7442.78 |    7443.800$ N  II      471042156      5  3.6E-07 -41.2 0/0 8 
   7442.78 |    7443.820  Al II      873596972    262  4.9E-06 -42.0 0/0 7 
   7442.85 |    7444.000  N  V       474043464      4  1.7E-06 -46.4 0/0 7 
   7442.64 |    7443.998  Fe I      1745326226      8  6.2E-07 -54.8 4/0 * 
   7442.78 |    7444.140  Cr II     1611821161      6  3.0E-05 -54.9 4/0 8 
   7442.78 |    7444.270  Cr II     1612106023      6  1.7E-06 -60.2 2/1 7  7490.190 -68.0
   7442.64 | >  7445.180 [Co II]    1813026832     38  1.9E-04-102.4 1/0 0<

Observed Line:  7456.92  4.5E-05  S/N:     2.25 FWHM:  21.8
